"Tweet author","Tweet ID","Date posted","Tweet text",URL,Retweets,Favorited,Source
JM_Aulas,"ID 918446988278095873","Thu Oct 12 12:03:20 +0000 2017","@GroupamaStadium @FIFAcom @FIFAWWC Un grand président pour une FIfa innovante et moderne : WCUP 2019 ....",https://twitter.com/JM_Aulas/statuses/918446988278095873,14,56,"Twitter for iPhone" 
JM_Aulas,"ID 918446719326740480","Thu Oct 12 12:02:16 +0000 2017","RT @GroupamaStadium: @FIFAcom @JM_Aulas @FIFAWWC Remise de cadeau pour Gianni Infantino. 🎁 https://t.co/kb2gfWOY6L",https://twitter.com/JM_Aulas/statuses/918446719326740480,19,0,"Twitter for iPhone" 
JM_Aulas,"ID 918446661273292800","Thu Oct 12 12:02:02 +0000 2017","@GroupamaStadium @FIFAcom @FIFAWWC Mes présidents ensemble à Lyon pour préparer la Coupe du monde féminine !",https://twitter.com/JM_Aulas/statuses/918446661273292800,12,91,"Twitter for iPhone" 
JM_Aulas,"ID 918446450031452160","Thu Oct 12 12:01:12 +0000 2017","RT @GroupamaStadium: Gianni Infantino, président de la @FIFAcom, en visite au #GroupamaStadium en compagnie de @JM_Aulas et Noël Le Graët !…",https://twitter.com/JM_Aulas/statuses/918446450031452160,93,0,"Twitter for iPhone" 
JM_Aulas,"ID 918232422797496320","Wed Oct 11 21:50:44 +0000 2017","RT @CanalFootClub: ""J'ai une confiance absolue en Bruno !"" 👀👌  @JM_Aulas à @ldelhostal sur la situation du coach @OL  #OLASM https://t.co/M…",https://twitter.com/JM_Aulas/statuses/918232422797496320,42,0,"Twitter for iPad" 
JM_Aulas,"ID 918232386445414401","Wed Oct 11 21:50:35 +0000 2017","RT @CanalFootClub: . @JM_Aulas : ""On fera un point après #ASSEOL...""  Le président @OL évoque les prochaines échéances au micro de @ldelhos…",https://twitter.com/JM_Aulas/statuses/918232386445414401,35,0,"Twitter for iPad" 
JM_Aulas,"ID 918231677880676353","Wed Oct 11 21:47:46 +0000 2017","RT @WRenard: La 9e mondiale de tennis avec nous ce soir ! 👏 merci @CaroGarcia ! 🙌 https://t.co/444qAoh5GL",https://twitter.com/JM_Aulas/statuses/918231677880676353,118,0,"Twitter for iPad" 
JM_Aulas,"ID 918230735546445824","Wed Oct 11 21:44:01 +0000 2017","RT @oetl: Women’s Champions League : l’OL pulvérise Medyk Konin (9-0) https://t.co/1bmja05hdV #OL #TeamOL https://t.co/XUavmaKP1j",https://twitter.com/JM_Aulas/statuses/918230735546445824,7,0,"Twitter for iPad" 
JM_Aulas,"ID 918230393651855360","Wed Oct 11 21:42:40 +0000 2017","RT @JM_Aulas: @BouhaddiSarah @OL C'est vrai que c impressionnant,  dangereux,sérieux pour Mazo à qui l'on pense énormément, ? Cela méritait…",https://twitter.com/JM_Aulas/statuses/918230393651855360,11,0,"Twitter for iPad" 
JM_Aulas,"ID 918229892352958465","Wed Oct 11 21:40:40 +0000 2017","@AfterRMC Mais être objectifs professionnels et ne pas soutenir la propagande pour les futurs intéressés au poste de sélectionneurs 👎",https://twitter.com/JM_Aulas/statuses/918229892352958465,25,151,"Twitter for iPad" 
JM_Aulas,"ID 918229273219039232","Wed Oct 11 21:38:13 +0000 2017","@MontpellierHSC @Air1_16 Bravo Laurent les filles le méritent c'est un bonheur de gagner et ce qualifier en WCLeague",https://twitter.com/JM_Aulas/statuses/918229273219039232,1,43,"Twitter for iPad" 
JM_Aulas,"ID 918228636578336774","Wed Oct 11 21:35:41 +0000 2017","RT @cam10abily23: Victoire 9 0 face à Konin en LDC !! BRAVO la team !! MERCI aux supporters présents !!! https://t.co/zB4A47dBky",https://twitter.com/JM_Aulas/statuses/918228636578336774,70,0,"Twitter for iPad" 
JM_Aulas,"ID 918227443344924673","Wed Oct 11 21:30:56 +0000 2017","RT @willy_pasche: https://t.co/gGVffgGR8c",https://twitter.com/JM_Aulas/statuses/918227443344924673,15,0,"Twitter for iPad" 
JM_Aulas,"ID 918226599228649474","Wed Oct 11 21:27:35 +0000 2017","RT @UEFAcom_fr: #UWCL – Tous les scores des 16es retour du jour! La + grosse surprise? https://t.co/m2a4DphH7V",https://twitter.com/JM_Aulas/statuses/918226599228649474,13,0,"Twitter for iPad" 
JM_Aulas,"ID 918226096721743873","Wed Oct 11 21:25:35 +0000 2017","RT @WRenard: Merci Sonia, j'ai appris énormément avec toi 😄🙌 https://t.co/o70hzLZNdW",https://twitter.com/JM_Aulas/statuses/918226096721743873,46,0,"Twitter for iPad" 
JM_Aulas,"ID 918225434634055680","Wed Oct 11 21:22:58 +0000 2017","RT @Coeur_de_Gone: 🎟 Vos places pour OL-ASM à gagner avec @RFMLyon & @Coeur_de_Gone 🔴🔵 RT ce tweet + FOLLOW ! TaS le 12/10 PM. #TeamOL #OLA…",https://twitter.com/JM_Aulas/statuses/918225434634055680,216,0,"Twitter for iPad" 
JM_Aulas,"ID 918224834483679232","Wed Oct 11 21:20:34 +0000 2017","RT @OL: 📺 @WRenard sur OLTV ""L'essentiel était de terminer le boulot aujourd'hui. On avait à cœur de donner une bonne image""  #OLKonin http…",https://twitter.com/JM_Aulas/statuses/918224834483679232,22,0,"Twitter for iPhone" 
